timestamp,zona,placa,senyal,valor,unit,type
2026-04-28 22:43:24,COCKPIT,Sensors,Susp D,57.37,%,temperatura
2026-04-28 22:43:24,COCKPIT,Sensors,Susp E,29.99,%,temperatura
2026-04-28 22:43:24,COCKPIT,R2D,Botó R2D,428.36,-,voltages
2026-04-28 22:43:24,COCKPIT,R2D,Estat Fre,77.79,-,temperatura
2026-04-28 22:43:24,COCKPIT,R2D,Estat TS,23.63,-,temperatura
2026-04-28 22:43:24,COCKPIT,Dashboard,Boto Pre,299.95,-,voltages
2026-04-28 22:43:24,COCKPIT,Dashboard,Boto Mod,86.95,-,temperatura
2026-04-28 22:43:24,COCKPIT,Dashboard,SW refri,32.22,-,temperatura
2026-04-28 22:43:24,COCKPIT,SDC,Inertia SW,0.46,-,SDC
2026-04-28 22:43:24,COCKPIT,SDC,SDB dash,1.63,-,SDC
2026-04-28 22:43:24,ACCUMULATOR,SDC Reset,SDC BMS,25.38,,SDC
2026-04-28 22:43:24,ACCUMULATOR,SDC Reset,SDC IMD,15.6,,SDC
2026-04-28 22:43:24,ACCUMULATOR,TSAL Green,TSAL G State,0,,voltages
2026-04-28 22:43:24,ACCUMULATOR,TSAL Green,TSAL G Latch,416.54,,voltages
2026-04-28 22:43:24,ACCUMULATOR,TSAL Green,TSAL G Plaus.,267.98,,voltages
2026-04-28 22:43:24,ACCUMULATOR,Tractive System,AIR + State,297.91,,voltages
2026-04-28 22:43:24,ACCUMULATOR,Tractive System,AIR - State,428.78,,voltages
2026-04-28 22:43:24,ACCUMULATOR,Tractive System,AIR Pre State,259.39,,voltages
2026-04-28 22:43:24,ACCUMULATOR,Placa Central 2,Volt_Motor,377.48,,voltages
2026-04-28 22:43:24,HVB,TSAL Red,TSAL R State,0,,seguretat
2026-04-28 22:43:24,HVB,TSAL Red,Temp_Bateria,13.0,,temperatura
2026-04-28 22:43:24,HVB,Placa Posterior Dreta,Volt_Bateria,13.86,,voltages
2026-04-28 22:43:24,LVRB,Placa Darrera,Volt_Motor,365.36,,voltages
2026-04-28 22:43:24,LVRB,Placa Darrera,Temp_Motor,49.44,,temperatura
2026-04-28 22:43:24,LVRB,Placa Darrera,Pressio_Oli,0.5,,seguretat
2026-04-28 22:43:24,LVRB,Placa Auxiliar,Interruptor_Estop,1.17,,seguretat
2026-04-28 22:43:25,PEDALERA,Sensors,Accel Ref,41.02,%,Dinàmica
2026-04-28 22:43:25,PEDALERA,Sensors,Accel Aux,12.43,%,Dinàmica
2026-04-28 22:43:25,PEDALERA,Sensors,Pressió Fre,9.63,bar,Dinàmica
2026-04-28 22:43:25,PEDALERA,APPS,Accel Impty,72.05,-,temperatura
2026-04-28 22:43:25,PEDALERA,SDC,BOTS,58.8,-,SDC
2026-04-28 22:43:25,COCKPIT,Sensors,Vel D,23.79,Km/h,Dinàmica
2026-04-28 22:43:25,COCKPIT,Sensors,Vel E,10.13,Km/h,Dinàmica
2026-04-28 22:43:25,COCKPIT,Sensors,Direcció,12.84,º,temperatura
2026-04-28 22:43:25,COCKPIT,Sensors,Susp D,75.76,%,temperatura
2026-04-28 22:43:25,COCKPIT,Sensors,Susp E,35.32,%,temperatura
2026-04-28 22:43:25,COCKPIT,R2D,Botó R2D,273.28,-,voltages
2026-04-28 22:43:25,COCKPIT,R2D,Estat Fre,96.08,-,temperatura
2026-04-28 22:43:25,COCKPIT,R2D,Estat TS,17.05,-,temperatura
2026-04-28 22:43:25,COCKPIT,Dashboard,Boto Pre,402.42,-,voltages
2026-04-28 22:43:25,COCKPIT,Dashboard,Boto Mod,77.21,-,temperatura
2026-04-28 22:43:25,COCKPIT,Dashboard,SW refri,37.96,-,temperatura
2026-04-28 22:43:25,COCKPIT,SDC,Inertia SW,0.22,-,SDC
2026-04-28 22:43:25,COCKPIT,SDC,SDB dash,-0.0,-,SDC
2026-04-28 22:43:25,ACCUMULATOR,SDC Reset,SDC BMS,19.87,,SDC
2026-04-28 22:43:25,ACCUMULATOR,SDC Reset,SDC IMD,12.3,,SDC
2026-04-28 22:43:25,ACCUMULATOR,TSAL Green,TSAL G State,1,,voltages
2026-04-28 22:43:25,ACCUMULATOR,TSAL Green,TSAL G Latch,442.22,,voltages
2026-04-28 22:43:25,ACCUMULATOR,TSAL Green,TSAL G Plaus.,385.99,,voltages
2026-04-28 22:43:25,ACCUMULATOR,Tractive System,AIR + State,279.79,,voltages
2026-04-28 22:43:25,ACCUMULATOR,Tractive System,AIR - State,331.23,,voltages
2026-04-28 22:43:25,ACCUMULATOR,Tractive System,AIR Pre State,354.31,,voltages
2026-04-28 22:43:25,ACCUMULATOR,Placa Central 2,Volt_Motor,300.84,,voltages
2026-04-28 22:43:25,HVB,TSAL Red,TSAL R State,1,,seguretat
2026-04-28 22:43:25,HVB,TSAL Red,Temp_Bateria,47.82,,temperatura
2026-04-28 22:43:25,HVB,Placa Posterior Dreta,Volt_Bateria,13.95,,voltages
2026-04-28 22:43:25,LVRB,Placa Darrera,Volt_Motor,250.46,,voltages
2026-04-28 22:43:25,LVRB,Placa Darrera,Temp_Motor,89.97,,temperatura
2026-04-28 22:43:25,LVRB,Placa Darrera,Pressio_Oli,4.46,,seguretat
2026-04-28 22:43:25,LVRB,Placa Auxiliar,Interruptor_Estop,1.5,,seguretat
2026-04-28 22:43:26,PEDALERA,Sensors,Accel Ref,10.71,%,Dinàmica
2026-04-28 22:43:26,PEDALERA,Sensors,Accel Aux,14.99,%,Dinàmica
2026-04-28 22:43:26,PEDALERA,Sensors,Pressió Fre,10.36,bar,Dinàmica
2026-04-28 22:43:26,PEDALERA,APPS,Accel Impty,91.58,-,temperatura
2026-04-28 22:43:26,PEDALERA,SDC,BOTS,58.0,-,SDC
2026-04-28 22:43:26,COCKPIT,Sensors,Vel D,31.64,Km/h,Dinàmica
2026-04-28 22:43:26,COCKPIT,Sensors,Vel E,11.71,Km/h,Dinàmica
2026-04-28 22:43:26,COCKPIT,Sensors,Direcció,12.03,º,temperatura
2026-04-28 22:43:26,COCKPIT,Sensors,Susp D,69.38,%,temperatura
2026-04-28 22:43:26,COCKPIT,Sensors,Susp E,44.68,%,temperatura
2026-04-28 22:43:26,COCKPIT,R2D,Botó R2D,369.29,-,voltages
2026-04-28 22:43:26,COCKPIT,R2D,Estat Fre,84.17,-,temperatura
2026-04-28 22:43:26,COCKPIT,R2D,Estat TS,39.58,-,temperatura
2026-04-28 22:43:26,COCKPIT,Dashboard,Boto Pre,291.49,-,voltages
2026-04-28 22:43:26,COCKPIT,Dashboard,Boto Mod,81.79,-,temperatura
2026-04-28 22:43:26,COCKPIT,Dashboard,SW refri,23.16,-,temperatura
2026-04-28 22:43:26,COCKPIT,SDC,Inertia SW,0.01,-,SDC
2026-04-28 22:43:26,COCKPIT,SDC,SDB dash,1.47,-,SDC
2026-04-28 22:43:26,ACCUMULATOR,SDC Reset,SDC BMS,32.99,,SDC
2026-04-28 22:43:26,ACCUMULATOR,SDC Reset,SDC IMD,10.78,,SDC
2026-04-28 22:43:26,ACCUMULATOR,TSAL Green,TSAL G State,1,,voltages
2026-04-28 22:43:26,ACCUMULATOR,TSAL Green,TSAL G Latch,287.86,,voltages
2026-04-28 22:43:26,ACCUMULATOR,TSAL Green,TSAL G Plaus.,303.3,,voltages
2026-04-28 22:43:26,ACCUMULATOR,Tractive System,AIR + State,341.7,,voltages
2026-04-28 22:43:26,ACCUMULATOR,Tractive System,AIR - State,410.19,,voltages
2026-04-28 22:43:26,ACCUMULATOR,Tractive System,AIR Pre State,365.89,,voltages
2026-04-28 22:43:26,ACCUMULATOR,Placa Central 2,Volt_Motor,309.13,,voltages
2026-04-28 22:43:26,HVB,TSAL Red,TSAL R State,1,,seguretat
2026-04-28 22:43:26,HVB,TSAL Red,Temp_Bateria,30.75,,temperatura
2026-04-28 22:43:26,HVB,Placa Posterior Dreta,Volt_Bateria,11.62,,voltages
2026-04-28 22:43:26,LVRB,Placa Darrera,Volt_Motor,306.77,,voltages
2026-04-28 22:43:26,LVRB,Placa Darrera,Temp_Motor,57.53,,temperatura
2026-04-28 22:43:26,LVRB,Placa Darrera,Pressio_Oli,6.94,,seguretat
2026-04-28 22:43:26,LVRB,Placa Auxiliar,Interruptor_Estop,-0.75,,seguretat
2026-04-28 22:43:27,PEDALERA,Sensors,Accel Ref,13.9,%,Dinàmica
2026-04-28 22:43:27,PEDALERA,Sensors,Accel Aux,11.83,%,Dinàmica
2026-04-28 22:43:27,PEDALERA,Sensors,Pressió Fre,9.94,bar,Dinàmica
2026-04-28 22:43:27,PEDALERA,APPS,Accel Impty,84.9,-,temperatura
2026-04-28 22:43:27,PEDALERA,SDC,BOTS,73.65,-,SDC
2026-04-28 22:43:27,COCKPIT,Sensors,Vel D,16.55,Km/h,Dinàmica
2026-04-28 22:43:27,COCKPIT,Sensors,Vel E,10.89,Km/h,Dinàmica
2026-04-28 22:43:27,COCKPIT,Sensors,Direcció,14.92,º,temperatura
2026-04-28 22:43:27,COCKPIT,Sensors,Susp D,98.06,%,temperatura
2026-04-28 22:43:27,COCKPIT,Sensors,Susp E,18.34,%,temperatura
2026-04-28 22:43:27,COCKPIT,R2D,Botó R2D,361.61,-,voltages
2026-04-28 22:43:27,COCKPIT,R2D,Estat Fre,46.08,-,temperatura
2026-04-28 22:43:27,COCKPIT,R2D,Estat TS,25.73,-,temperatura
2026-04-28 22:43:27,COCKPIT,Dashboard,Boto Pre,289.31,-,voltages
2026-04-28 22:43:27,COCKPIT,Dashboard,Boto Mod,78.01,-,temperatura
2026-04-28 22:43:27,COCKPIT,Dashboard,SW refri,41.15,-,temperatura
2026-04-28 22:43:27,COCKPIT,SDC,Inertia SW,0.49,-,SDC
2026-04-28 22:43:27,COCKPIT,SDC,SDB dash,0.88,-,SDC
2026-04-28 22:43:27,ACCUMULATOR,SDC Reset,SDC BMS,16.52,,SDC
2026-04-28 22:43:27,ACCUMULATOR,SDC Reset,SDC IMD,9.83,,SDC
2026-04-28 22:43:27,ACCUMULATOR,TSAL Green,TSAL G State,1,,voltages
2026-04-28 22:43:27,ACCUMULATOR,TSAL Green,TSAL G Latch,353.11,,voltages
2026-04-28 22:43:27,ACCUMULATOR,TSAL Green,TSAL G Plaus.,284.55,,voltages
2026-04-28 22:43:27,ACCUMULATOR,Tractive System,AIR + State,438.78,,voltages
2026-04-28 22:43:27,ACCUMULATOR,Tractive System,AIR - State,355.45,,voltages
2026-04-28 22:43:27,ACCUMULATOR,Tractive System,AIR Pre State,314.54,,voltages
2026-04-28 22:43:27,ACCUMULATOR,Placa Central 2,Volt_Motor,354.79,,voltages
2026-04-28 22:43:27,HVB,TSAL Red,TSAL R State,1,,seguretat
2026-04-28 22:43:27,HVB,TSAL Red,Temp_Bateria,33.9,,temperatura
2026-04-28 22:43:27,HVB,Placa Posterior Dreta,Volt_Bateria,15.78,,voltages
2026-04-28 22:43:27,LVRB,Placa Darrera,Volt_Motor,356.37,,voltages
2026-04-28 22:43:27,LVRB,Placa Darrera,Temp_Motor,98.24,,temperatura
2026-04-28 22:43:27,LVRB,Placa Darrera,Pressio_Oli,4.27,,seguretat
2026-04-28 22:43:27,LVRB,Placa Auxiliar,Interruptor_Estop,-0.97,,seguretat
2026-04-28 22:43:28,PEDALERA,Sensors,Accel Ref,39.85,%,Dinàmica
2026-04-28 22:43:28,PEDALERA,Sensors,Accel Aux,14.18,%,Dinàmica
2026-04-28 22:43:28,PEDALERA,Sensors,Pressió Fre,8.66,bar,Dinàmica
2026-04-28 22:43:28,PEDALERA,APPS,Accel Impty,94.01,-,temperatura
2026-04-28 22:43:28,PEDALERA,SDC,BOTS,71.38,-,SDC
2026-04-28 22:43:28,COCKPIT,Sensors,Vel D,36.69,Km/h,Dinàmica
2026-04-28 22:43:28,COCKPIT,Sensors,Vel E,11.14,Km/h,Dinàmica
2026-04-28 22:43:28,COCKPIT,Sensors,Direcció,12.76,º,temperatura
2026-04-28 22:43:28,COCKPIT,Sensors,Susp D,50.26,%,temperatura
2026-04-28 22:43:28,COCKPIT,Sensors,Susp E,38.5,%,temperatura
2026-04-28 22:43:28,COCKPIT,R2D,Botó R2D,427.14,-,voltages
2026-04-28 22:43:28,COCKPIT,R2D,Estat Fre,85.8,-,temperatura
2026-04-28 22:43:28,COCKPIT,R2D,Estat TS,48.01,-,temperatura
2026-04-28 22:43:28,COCKPIT,Dashboard,Boto Pre,347.47,-,voltages
2026-04-28 22:43:28,COCKPIT,Dashboard,Boto Mod,88.93,-,temperatura
2026-04-28 22:43:28,COCKPIT,Dashboard,SW refri,25.76,-,temperatura
2026-04-28 22:43:28,COCKPIT,SDC,Inertia SW,0.43,-,SDC
2026-04-28 22:43:28,COCKPIT,SDC,SDB dash,1.34,-,SDC
2026-04-28 22:43:28,ACCUMULATOR,SDC Reset,SDC BMS,31.88,,SDC
2026-04-28 22:43:28,ACCUMULATOR,SDC Reset,SDC IMD,15.89,,SDC
2026-04-28 22:43:28,ACCUMULATOR,TSAL Green,TSAL G State,1,,voltages
2026-04-28 22:43:28,ACCUMULATOR,TSAL Green,TSAL G Latch,308.04,,voltages
2026-04-28 22:43:28,ACCUMULATOR,TSAL Green,TSAL G Plaus.,273.78,,voltages
2026-04-28 22:43:28,ACCUMULATOR,Tractive System,AIR + State,365.11,,voltages
2026-04-28 22:43:28,ACCUMULATOR,Tractive System,AIR - State,272.21,,voltages
2026-04-28 22:43:28,ACCUMULATOR,Tractive System,AIR Pre State,430.78,,voltages
2026-04-28 22:43:28,ACCUMULATOR,Placa Central 2,Volt_Motor,294.19,,voltages
2026-04-28 22:43:28,HVB,TSAL Red,TSAL R State,0,,seguretat
2026-04-28 22:43:28,HVB,TSAL Red,Temp_Bateria,38.79,,temperatura
2026-04-28 22:43:28,HVB,Placa Posterior Dreta,Volt_Bateria,10.9,,voltages
2026-04-28 22:43:28,LVRB,Placa Darrera,Volt_Motor,258.47,,voltages
2026-04-28 22:43:28,LVRB,Placa Darrera,Temp_Motor,72.53,,temperatura
2026-04-28 22:43:28,LVRB,Placa Darrera,Pressio_Oli,7.66,,seguretat
2026-04-28 22:43:28,LVRB,Placa Auxiliar,Interruptor_Estop,1.35,,seguretat
2026-04-28 22:43:29,PEDALERA,Sensors,Accel Ref,12.78,%,Dinàmica
2026-04-28 22:43:29,PEDALERA,Sensors,Accel Aux,11.45,%,Dinàmica
2026-04-28 22:43:29,PEDALERA,Sensors,Pressió Fre,15.57,bar,Dinàmica
2026-04-28 22:43:29,PEDALERA,APPS,Accel Impty,64.56,-,temperatura
2026-04-28 22:43:29,PEDALERA,SDC,BOTS,43.53,-,SDC
2026-04-28 22:43:29,COCKPIT,Sensors,Vel D,43.35,Km/h,Dinàmica
2026-04-28 22:43:29,COCKPIT,Sensors,Vel E,8.44,Km/h,Dinàmica
2026-04-28 22:43:29,COCKPIT,Sensors,Direcció,14.33,º,temperatura
2026-04-28 22:43:29,COCKPIT,Sensors,Susp D,62.98,%,temperatura
2026-04-28 22:43:29,COCKPIT,Sensors,Susp E,45.75,%,temperatura
2026-04-28 22:43:29,COCKPIT,R2D,Botó R2D,363.92,-,voltages
2026-04-28 22:43:29,COCKPIT,R2D,Estat Fre,61.12,-,temperatura
2026-04-28 22:43:29,COCKPIT,R2D,Estat TS,39.88,-,temperatura
2026-04-28 22:43:29,COCKPIT,Dashboard,Boto Pre,434.72,-,voltages
2026-04-28 22:43:29,COCKPIT,Dashboard,Boto Mod,75.93,-,temperatura
2026-04-28 22:43:29,COCKPIT,Dashboard,SW refri,42.28,-,temperatura
2026-04-28 22:43:29,COCKPIT,SDC,Inertia SW,1.23,-,SDC
2026-04-28 22:43:29,COCKPIT,SDC,SDB dash,-0.8,-,SDC
2026-04-28 22:43:29,ACCUMULATOR,SDC Reset,SDC BMS,19.28,,SDC
2026-04-28 22:43:29,ACCUMULATOR,SDC Reset,SDC IMD,10.46,,SDC
2026-04-28 22:43:29,ACCUMULATOR,TSAL Green,TSAL G State,0,,voltages
2026-04-28 22:43:29,ACCUMULATOR,TSAL Green,TSAL G Latch,413.58,,voltages
2026-04-28 22:43:29,ACCUMULATOR,TSAL Green,TSAL G Plaus.,328.1,,voltages
2026-04-28 22:43:29,ACCUMULATOR,Tractive System,AIR + State,331.69,,voltages
2026-04-28 22:43:29,ACCUMULATOR,Tractive System,AIR - State,271.7,,voltages
2026-04-28 22:43:29,ACCUMULATOR,Tractive System,AIR Pre State,290.54,,voltages
2026-04-28 22:43:29,ACCUMULATOR,Placa Central 2,Volt_Motor,280.14,,voltages
2026-04-28 22:43:29,HVB,TSAL Red,TSAL R State,1,,seguretat
2026-04-28 22:43:29,HVB,TSAL Red,Temp_Bateria,25.57,,temperatura
2026-04-28 22:43:29,HVB,Placa Posterior Dreta,Volt_Bateria,10.68,,voltages
2026-04-28 22:43:29,LVRB,Placa Darrera,Volt_Motor,426.17,,voltages
2026-04-28 22:43:29,LVRB,Placa Darrera,Temp_Motor,95.22,,temperatura
2026-04-28 22:43:29,LVRB,Placa Darrera,Pressio_Oli,5.12,,seguretat
2026-04-28 22:43:29,LVRB,Placa Auxiliar,Interruptor_Estop,0.23,,seguretat
2026-04-28 22:43:30,PEDALERA,Sensors,Accel Ref,40.83,%,Dinàmica
2026-04-28 22:43:30,PEDALERA,Sensors,Accel Aux,15.62,%,Dinàmica
2026-04-28 22:43:30,PEDALERA,Sensors,Pressió Fre,15.06,bar,Dinàmica
2026-04-28 22:43:30,PEDALERA,APPS,Accel Impty,96.59,-,temperatura
2026-04-28 22:43:30,PEDALERA,SDC,BOTS,64.1,-,SDC
2026-04-28 22:43:30,COCKPIT,Sensors,Vel D,22.49,Km/h,Dinàmica
2026-04-28 22:43:30,COCKPIT,Sensors,Vel E,9.41,Km/h,Dinàmica
2026-04-28 22:43:30,COCKPIT,Sensors,Direcció,10.24,º,temperatura
2026-04-28 22:43:30,COCKPIT,Sensors,Susp D,78.97,%,temperatura
2026-04-28 22:43:30,COCKPIT,Sensors,Susp E,11.16,%,temperatura
2026-04-28 22:43:30,COCKPIT,R2D,Botó R2D,411.95,-,voltages
2026-04-28 22:43:30,COCKPIT,R2D,Estat Fre,94.69,-,temperatura
2026-04-28 22:43:30,COCKPIT,R2D,Estat TS,42.61,-,temperatura
2026-04-28 22:43:30,COCKPIT,Dashboard,Boto Pre,446.49,-,voltages
2026-04-28 22:43:30,COCKPIT,Dashboard,Boto Mod,73.21,-,temperatura
2026-04-28 22:43:30,COCKPIT,Dashboard,SW refri,34.8,-,temperatura
2026-04-28 22:43:30,COCKPIT,SDC,Inertia SW,0.26,-,SDC
2026-04-28 22:43:30,COCKPIT,SDC,SDB dash,-0.26,-,SDC
2026-04-28 22:43:30,ACCUMULATOR,SDC Reset,SDC BMS,31.82,,SDC
2026-04-28 22:43:30,ACCUMULATOR,SDC Reset,SDC IMD,10.28,,SDC
2026-04-28 22:43:30,ACCUMULATOR,TSAL Green,TSAL G State,0,,voltages
2026-04-28 22:43:30,ACCUMULATOR,TSAL Green,TSAL G Latch,367.28,,voltages
2026-04-28 22:43:30,ACCUMULATOR,TSAL Green,TSAL G Plaus.,382.56,,voltages
2026-04-28 22:43:30,ACCUMULATOR,Tractive System,AIR + State,425.86,,voltages
2026-04-28 22:43:30,ACCUMULATOR,Tractive System,AIR - State,363.06,,voltages
2026-04-28 22:43:30,ACCUMULATOR,Tractive System,AIR Pre State,375.82,,voltages
2026-04-28 22:43:30,ACCUMULATOR,Placa Central 2,Volt_Motor,402.37,,voltages
2026-04-28 22:43:30,HVB,TSAL Red,TSAL R State,1,,seguretat
2026-04-28 22:43:30,HVB,TSAL Red,Temp_Bateria,47.52,,temperatura
2026-04-28 22:43:30,HVB,Placa Posterior Dreta,Volt_Bateria,8.22,,voltages
2026-04-28 22:43:30,LVRB,Placa Darrera,Volt_Motor,285.94,,voltages
2026-04-28 22:43:30,LVRB,Placa Darrera,Temp_Motor,42.12,,temperatura
2026-04-28 22:43:30,LVRB,Placa Darrera,Pressio_Oli,6.87,,seguretat
2026-04-28 22:43:30,LVRB,Placa Auxiliar,Interruptor_Estop,0.32,,seguretat
2026-04-28 22:43:31,PEDALERA,Sensors,Accel Ref,35.64,%,Dinàmica
2026-04-28 22:43:31,PEDALERA,Sensors,Accel Aux,11.84,%,Dinàmica
2026-04-28 22:43:31,PEDALERA,Sensors,Pressió Fre,10.27,bar,Dinàmica
2026-04-28 22:43:31,PEDALERA,APPS,Accel Impty,43.6,-,temperatura
2026-04-28 22:43:31,PEDALERA,SDC,BOTS,65.4,-,SDC
2026-04-28 22:43:31,COCKPIT,Sensors,Vel D,38.6,Km/h,Dinàmica
2026-04-28 22:43:31,COCKPIT,Sensors,Vel E,9.81,Km/h,Dinàmica
2026-04-28 22:43:31,COCKPIT,Sensors,Direcció,15.22,º,temperatura
2026-04-28 22:43:31,COCKPIT,Sensors,Susp D,95.99,%,temperatura
2026-04-28 22:43:31,COCKPIT,Sensors,Susp E,17.34,%,temperatura
2026-04-28 22:43:31,COCKPIT,R2D,Botó R2D,388.92,-,voltages
2026-04-28 22:43:31,COCKPIT,R2D,Estat Fre,58.75,-,temperatura
2026-04-28 22:43:31,COCKPIT,R2D,Estat TS,24.84,-,temperatura
2026-04-28 22:43:31,COCKPIT,Dashboard,Boto Pre,395.72,-,voltages
2026-04-28 22:43:31,COCKPIT,Dashboard,Boto Mod,56.16,-,temperatura
2026-04-28 22:43:31,COCKPIT,Dashboard,SW refri,42.94,-,temperatura
2026-04-28 22:43:31,COCKPIT,SDC,Inertia SW,1.69,-,SDC
2026-04-28 22:43:31,COCKPIT,SDC,SDB dash,0.86,-,SDC
2026-04-28 22:43:31,ACCUMULATOR,SDC Reset,SDC BMS,34.8,,SDC
2026-04-28 22:43:31,ACCUMULATOR,SDC Reset,SDC IMD,12.02,,SDC
2026-04-28 22:43:31,ACCUMULATOR,TSAL Green,TSAL G State,1,,voltages
2026-04-28 22:43:31,ACCUMULATOR,TSAL Green,TSAL G Latch,327.09,,voltages
2026-04-28 22:43:31,ACCUMULATOR,TSAL Green,TSAL G Plaus.,436.79,,voltages
2026-04-28 22:43:31,ACCUMULATOR,Tractive System,AIR + State,436.55,,voltages
2026-04-28 22:43:31,ACCUMULATOR,Tractive System,AIR - State,378.38,,voltages
2026-04-28 22:43:31,ACCUMULATOR,Tractive System,AIR Pre State,298.84,,voltages
2026-04-28 22:43:31,ACCUMULATOR,Placa Central 2,Volt_Motor,253.99,,voltages
2026-04-28 22:43:31,HVB,TSAL Red,TSAL R State,1,,seguretat
2026-04-28 22:43:31,HVB,TSAL Red,Temp_Bateria,24.53,,temperatura
2026-04-28 22:43:31,HVB,Placa Posterior Dreta,Volt_Bateria,10.05,,voltages
2026-04-28 22:43:31,LVRB,Placa Darrera,Volt_Motor,280.27,,voltages
2026-04-28 22:43:31,LVRB,Placa Darrera,Temp_Motor,83.22,,temperatura
2026-04-28 22:43:31,LVRB,Placa Darrera,Pressio_Oli,0.55,,seguretat
2026-04-28 22:43:31,LVRB,Placa Auxiliar,Interruptor_Estop,0.38,,seguretat
2026-04-28 22:43:32,PEDALERA,Sensors,Accel Ref,31.28,%,Dinàmica
2026-04-28 22:43:32,PEDALERA,Sensors,Accel Aux,13.89,%,Dinàmica
2026-04-28 22:43:32,PEDALERA,Sensors,Pressió Fre,14.09,bar,Dinàmica
2026-04-28 22:43:32,PEDALERA,APPS,Accel Impty,66.08,-,temperatura
2026-04-28 22:43:32,PEDALERA,SDC,BOTS,42.19,-,SDC
2026-04-28 22:43:32,COCKPIT,Sensors,Vel D,45.42,Km/h,Dinàmica
2026-04-28 22:43:32,COCKPIT,Sensors,Vel E,8.71,Km/h,Dinàmica
2026-04-28 22:43:32,COCKPIT,Sensors,Direcció,11.08,º,temperatura
2026-04-28 22:43:32,COCKPIT,Sensors,Susp D,85.78,%,temperatura
2026-04-28 22:43:32,COCKPIT,Sensors,Susp E,15.85,%,temperatura
2026-04-28 22:43:32,COCKPIT,R2D,Botó R2D,290.99,-,voltages
2026-04-28 22:43:32,COCKPIT,R2D,Estat Fre,42.79,-,temperatura
